file name,value
Invoice_marked_invoice_mock_invoice_po_051_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_051_png_0_6.png,6
Invoice_marked_invoice_mock_invoice_po_052_png_2_3.png,3
Invoice_marked_invoice_mock_invoice_po_052_png_2_4.png,0
Invoice_marked_invoice_mock_invoice_po_052_png_2_5.png,0
Invoice_marked_invoice_mock_invoice_po_053_png_3_3.png,0
Invoice_marked_invoice_mock_invoice_po_053_png_3_4.png,7
Invoice_marked_invoice_mock_invoice_po_053_png_3_5.png,0
Invoice_marked_invoice_mock_invoice_po_054_png_1_3.png,0
Invoice_marked_invoice_mock_invoice_po_054_png_1_4.png,11
Invoice_marked_invoice_mock_invoice_po_055_png_3_4.png,0
Invoice_marked_invoice_mock_invoice_po_055_png_3_5.png,0
Invoice_marked_invoice_mock_invoice_po_055_png_3_6.png,6
Invoice_marked_invoice_mock_invoice_po_056_png_3_6.png,1
Invoice_marked_invoice_mock_invoice_po_057_png_0_4.png,8
Invoice_marked_invoice_mock_invoice_po_057_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_057_png_0_6.png,8
Invoice_marked_invoice_mock_invoice_po_057_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_058_png_0_3.png,6
Invoice_marked_invoice_mock_invoice_po_058_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_058_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_062_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_062_png_0_6.png,1
Invoice_marked_invoice_mock_invoice_po_062_png_0_8.png,1
Invoice_marked_invoice_mock_invoice_po_063_png_3_6.png,9
Invoice_marked_invoice_mock_invoice_po_063_png_4_6.png,9
Invoice_marked_invoice_mock_invoice_po_064_png_4_3.png,0
Invoice_marked_invoice_mock_invoice_po_064_png_4_5.png,0
Invoice_marked_invoice_mock_invoice_po_064_png_4_6.png,2
Invoice_marked_invoice_mock_invoice_po_065_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_065_png_0_4.png,6
Invoice_marked_invoice_mock_invoice_po_065_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_066_png_0_3.png,6
Invoice_marked_invoice_mock_invoice_po_066_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_066_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_066_png_0_6.png,6
Invoice_marked_invoice_mock_invoice_po_067_png_0_3.png,9
Invoice_marked_invoice_mock_invoice_po_067_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_067_png_0_6.png,9
Invoice_marked_invoice_mock_invoice_po_069_png_4_3.png,1
Invoice_marked_invoice_mock_invoice_po_070_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_070_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_070_png_0_6.png,3
Invoice_marked_invoice_mock_invoice_po_070_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_071_png_1_4.png,9
Invoice_marked_invoice_mock_invoice_po_071_png_1_5.png,0
Invoice_marked_invoice_mock_invoice_po_071_png_1_6.png,9
Invoice_marked_invoice_mock_invoice_po_071_png_1_7.png,0
Invoice_marked_invoice_mock_invoice_po_072_png_2_6.png,0
Invoice_marked_invoice_mock_invoice_po_072_png_3_6.png,0
Invoice_marked_invoice_mock_invoice_po_073_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_073_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_073_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_073_png_0_6.png,1
Invoice_marked_invoice_mock_invoice_po_074_png_0_3.png,5
Invoice_marked_invoice_mock_invoice_po_074_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_074_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_074_png_0_6.png,5
Invoice_marked_invoice_mock_invoice_po_074_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_074_png_0_8.png,5
Invoice_marked_invoice_mock_invoice_po_076_png_3_3.png,8
Invoice_marked_invoice_mock_invoice_po_076_png_3_6.png,5
Invoice_marked_invoice_mock_invoice_po_077_png_2_3.png,7
Invoice_marked_invoice_mock_invoice_po_077_png_2_4.png,7
Invoice_marked_invoice_mock_invoice_po_077_png_2_5.png,0
Invoice_marked_invoice_mock_invoice_po_078_png_0_3.png,2
Invoice_marked_invoice_mock_invoice_po_078_png_0_4.png,2
Invoice_marked_invoice_mock_invoice_po_078_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_078_png_0_6.png,2
Invoice_marked_invoice_mock_invoice_po_078_png_0_7.png,2
Invoice_marked_invoice_mock_invoice_po_079_png_3_6.png,0
Invoice_marked_invoice_mock_invoice_po_079_png_4_6.png,5
Invoice_marked_invoice_mock_invoice_po_079_png_5_6.png,16
Invoice_marked_invoice_mock_invoice_po_080_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_080_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_080_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_080_png_0_6.png,1
Invoice_marked_invoice_mock_invoice_po_081_png_0_3.png,1
Invoice_marked_invoice_mock_invoice_po_081_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_081_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_081_png_0_6.png,1
Invoice_marked_invoice_mock_invoice_po_081_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_082_png_1_3.png,0
Invoice_marked_invoice_mock_invoice_po_084_png_2_3.png,0
Invoice_marked_invoice_mock_invoice_po_084_png_2_6.png,0
Invoice_marked_invoice_mock_invoice_po_086_png_4_3.png,4
Invoice_marked_invoice_mock_invoice_po_086_png_4_5.png,0
Invoice_marked_invoice_mock_invoice_po_086_png_4_6.png,4
Invoice_marked_invoice_mock_invoice_po_087_png_5_3.png,9
Invoice_marked_invoice_mock_invoice_po_087_png_5_6.png,9
Invoice_marked_invoice_mock_invoice_po_088_png_3_3.png,8
Invoice_marked_invoice_mock_invoice_po_089_png_0_3.png,6
Invoice_marked_invoice_mock_invoice_po_089_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_089_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_089_png_0_6.png,6
Invoice_marked_invoice_mock_invoice_po_089_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_089_png_0_8.png,6
Invoice_marked_invoice_mock_invoice_po_090_png_1_3.png,7
Invoice_marked_invoice_mock_invoice_po_091_png_1_3.png,0
Invoice_marked_invoice_mock_invoice_po_092_png_0_3.png,9
Invoice_marked_invoice_mock_invoice_po_092_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_092_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_092_png_0_6.png,0
Invoice_marked_invoice_mock_invoice_po_092_png_0_7.png,9
Invoice_marked_invoice_mock_invoice_po_093_png_4_3.png,0
Invoice_marked_invoice_mock_invoice_po_094_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_094_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_094_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_094_png_0_6.png,9
Invoice_marked_invoice_mock_invoice_po_094_png_0_7.png,8
Invoice_marked_invoice_mock_invoice_po_095_png_0_3.png,1
Invoice_marked_invoice_mock_invoice_po_095_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_095_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_095_png_0_6.png,1
Invoice_marked_invoice_mock_invoice_po_095_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_095_png_0_8.png,1
Invoice_marked_invoice_mock_invoice_po_095_png_3_6.png,0
Invoice_marked_invoice_mock_invoice_po_096_png_5_3.png,3
Invoice_marked_invoice_mock_invoice_po_096_png_5_4.png,0
Invoice_marked_invoice_mock_invoice_po_096_png_5_5.png,0
Invoice_marked_invoice_mock_invoice_po_097_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_097_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_097_png_0_6.png,11
Invoice_marked_invoice_mock_invoice_po_098_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_098_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_098_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_098_png_0_6.png,0
Invoice_marked_invoice_mock_invoice_po_098_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_099_png_2_3.png,0
Invoice_marked_invoice_mock_invoice_po_100_png_3_3.png,4
Invoice_marked_invoice_mock_invoice_po_100_png_3_6.png,4
Invoice_marked_invoice_mock_invoice_po_100_png_3_8.png,4
