file_name,category,source_no,input_img,output_text
Invoice_marked_invoice_mock_invoice_po_007_png_3_4.png,inv,007,cut imgs/Invoice_marked_invoice_mock_invoice_po_007_png_3_4.png,0
Invoice_marked_invoice_mock_invoice_po_007_png_3_6.png,inv,007,cut imgs/Invoice_marked_invoice_mock_invoice_po_007_png_3_6.png,14
Invoice_marked_invoice_mock_invoice_po_008_png_4_3.png,inv,008,cut imgs/Invoice_marked_invoice_mock_invoice_po_008_png_4_3.png,0
Invoice_marked_invoice_mock_invoice_po_008_png_4_5.png,inv,008,cut imgs/Invoice_marked_invoice_mock_invoice_po_008_png_4_5.png,0
Invoice_marked_invoice_mock_invoice_po_009_png_0_4.png,inv,009,cut imgs/Invoice_marked_invoice_mock_invoice_po_009_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_009_png_0_5.png,inv,009,cut imgs/Invoice_marked_invoice_mock_invoice_po_009_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_009_png_0_7.png,inv,009,cut imgs/Invoice_marked_invoice_mock_invoice_po_009_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_009_png_0_9.png,inv,009,cut imgs/Invoice_marked_invoice_mock_invoice_po_009_png_0_9.png,3.87
Invoice_marked_invoice_mock_invoice_po_010_png_0_3.png,inv,010,cut imgs/Invoice_marked_invoice_mock_invoice_po_010_png_0_3.png,1
Invoice_marked_invoice_mock_invoice_po_010_png_0_4.png,inv,010,cut imgs/Invoice_marked_invoice_mock_invoice_po_010_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_010_png_0_5.png,inv,010,cut imgs/Invoice_marked_invoice_mock_invoice_po_010_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_011_png_0_3.png,inv,011,cut imgs/Invoice_marked_invoice_mock_invoice_po_011_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_011_png_0_4.png,inv,011,cut imgs/Invoice_marked_invoice_mock_invoice_po_011_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_011_png_0_5.png,inv,011,cut imgs/Invoice_marked_invoice_mock_invoice_po_011_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_012_png_3_3.png,inv,012,cut imgs/Invoice_marked_invoice_mock_invoice_po_012_png_3_3.png,0
Invoice_marked_invoice_mock_invoice_po_012_png_3_5.png,inv,012,cut imgs/Invoice_marked_invoice_mock_invoice_po_012_png_3_5.png,0
Invoice_marked_invoice_mock_invoice_po_013_png_3_3.png,inv,013,cut imgs/Invoice_marked_invoice_mock_invoice_po_013_png_3_3.png,0
Invoice_marked_invoice_mock_invoice_po_013_png_3_4.png,inv,013,cut imgs/Invoice_marked_invoice_mock_invoice_po_013_png_3_4.png,0
Invoice_marked_invoice_mock_invoice_po_013_png_3_5.png,inv,013,cut imgs/Invoice_marked_invoice_mock_invoice_po_013_png_3_5.png,0
Invoice_marked_invoice_mock_invoice_po_014_png_3_3.png,inv,014,cut imgs/Invoice_marked_invoice_mock_invoice_po_014_png_3_3.png,9
Invoice_marked_invoice_mock_invoice_po_014_png_3_4.png,inv,014,cut imgs/Invoice_marked_invoice_mock_invoice_po_014_png_3_4.png,0
Invoice_marked_invoice_mock_invoice_po_014_png_3_6.png,inv,014,cut imgs/Invoice_marked_invoice_mock_invoice_po_014_png_3_6.png,9
Invoice_marked_invoice_mock_invoice_po_015_png_0_3.png,inv,015,cut imgs/Invoice_marked_invoice_mock_invoice_po_015_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_015_png_0_4.png,inv,015,cut imgs/Invoice_marked_invoice_mock_invoice_po_015_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_015_png_0_5.png,inv,015,cut imgs/Invoice_marked_invoice_mock_invoice_po_015_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_015_png_0_6.png,inv,015,cut imgs/Invoice_marked_invoice_mock_invoice_po_015_png_0_6.png,3
Invoice_marked_invoice_mock_invoice_po_015_png_0_7.png,inv,015,cut imgs/Invoice_marked_invoice_mock_invoice_po_015_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_015_png_0_8.png,inv,015,cut imgs/Invoice_marked_invoice_mock_invoice_po_015_png_0_8.png,3
Invoice_marked_invoice_mock_invoice_po_016_png_2_3.png,inv,016,cut imgs/Invoice_marked_invoice_mock_invoice_po_016_png_2_3.png,0
Invoice_marked_invoice_mock_invoice_po_016_png_2_4.png,inv,016,cut imgs/Invoice_marked_invoice_mock_invoice_po_016_png_2_4.png,0
Invoice_marked_invoice_mock_invoice_po_016_png_2_5.png,inv,016,cut imgs/Invoice_marked_invoice_mock_invoice_po_016_png_2_5.png,0
Invoice_marked_invoice_mock_invoice_po_016_png_2_6.png,inv,016,cut imgs/Invoice_marked_invoice_mock_invoice_po_016_png_2_6.png,0
Invoice_marked_invoice_mock_invoice_po_017_png_0_3.png,inv,017,cut imgs/Invoice_marked_invoice_mock_invoice_po_017_png_0_3.png,3
Invoice_marked_invoice_mock_invoice_po_017_png_0_4.png,inv,017,cut imgs/Invoice_marked_invoice_mock_invoice_po_017_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_017_png_0_5.png,inv,017,cut imgs/Invoice_marked_invoice_mock_invoice_po_017_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_018_png_1_3.png,inv,018,cut imgs/Invoice_marked_invoice_mock_invoice_po_018_png_1_3.png,8
Invoice_marked_invoice_mock_invoice_po_018_png_1_4.png,inv,018,cut imgs/Invoice_marked_invoice_mock_invoice_po_018_png_1_4.png,0
Invoice_marked_invoice_mock_invoice_po_019_png_1_3.png,inv,019,cut imgs/Invoice_marked_invoice_mock_invoice_po_019_png_1_3.png,19
Invoice_marked_invoice_mock_invoice_po_019_png_1_4.png,inv,019,cut imgs/Invoice_marked_invoice_mock_invoice_po_019_png_1_4.png,0
Invoice_marked_invoice_mock_invoice_po_019_png_1_5.png,inv,019,cut imgs/Invoice_marked_invoice_mock_invoice_po_019_png_1_5.png,0
Invoice_marked_invoice_mock_invoice_po_020_png_1_3.png,inv,020,cut imgs/Invoice_marked_invoice_mock_invoice_po_020_png_1_3.png,20
Invoice_marked_invoice_mock_invoice_po_020_png_1_5.png,inv,020,cut imgs/Invoice_marked_invoice_mock_invoice_po_020_png_1_5.png,0
Invoice_marked_invoice_mock_invoice_po_020_png_1_6.png,inv,020,cut imgs/Invoice_marked_invoice_mock_invoice_po_020_png_1_6.png,20
Invoice_marked_invoice_mock_invoice_po_022_png_2_3.png,inv,022,cut imgs/Invoice_marked_invoice_mock_invoice_po_022_png_2_3.png,0
Invoice_marked_invoice_mock_invoice_po_022_png_2_4.png,inv,022,cut imgs/Invoice_marked_invoice_mock_invoice_po_022_png_2_4.png,0
Invoice_marked_invoice_mock_invoice_po_025_png_0_3.png,inv,025,cut imgs/Invoice_marked_invoice_mock_invoice_po_025_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_025_png_0_4.png,inv,025,cut imgs/Invoice_marked_invoice_mock_invoice_po_025_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_026_png_1_5.png,inv,026,cut imgs/Invoice_marked_invoice_mock_invoice_po_026_png_1_5.png,0
Invoice_marked_invoice_mock_invoice_po_027_png_2_3.png,inv,027,cut imgs/Invoice_marked_invoice_mock_invoice_po_027_png_2_3.png,7
Invoice_marked_invoice_mock_invoice_po_029_png_1_3.png,inv,029,cut imgs/Invoice_marked_invoice_mock_invoice_po_029_png_1_3.png,9
Invoice_marked_invoice_mock_invoice_po_029_png_1_4.png,inv,029,cut imgs/Invoice_marked_invoice_mock_invoice_po_029_png_1_4.png,0
Invoice_marked_invoice_mock_invoice_po_029_png_1_5.png,inv,029,cut imgs/Invoice_marked_invoice_mock_invoice_po_029_png_1_5.png,0
Invoice_marked_invoice_mock_invoice_po_030_png_0_3.png,inv,030,cut imgs/Invoice_marked_invoice_mock_invoice_po_030_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_030_png_0_5.png,inv,030,cut imgs/Invoice_marked_invoice_mock_invoice_po_030_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_030_png_0_6.png,inv,030,cut imgs/Invoice_marked_invoice_mock_invoice_po_030_png_0_6.png,0
Invoice_marked_invoice_mock_invoice_po_032_png_0_3.png,inv,032,cut imgs/Invoice_marked_invoice_mock_invoice_po_032_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_032_png_0_5.png,inv,032,cut imgs/Invoice_marked_invoice_mock_invoice_po_032_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_033_png_0_3.png,inv,033,cut imgs/Invoice_marked_invoice_mock_invoice_po_033_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_033_png_0_4.png,inv,033,cut imgs/Invoice_marked_invoice_mock_invoice_po_033_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_033_png_0_5.png,inv,033,cut imgs/Invoice_marked_invoice_mock_invoice_po_033_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_033_png_0_6.png,inv,033,cut imgs/Invoice_marked_invoice_mock_invoice_po_033_png_0_6.png,0
Invoice_marked_invoice_mock_invoice_po_033_png_0_7.png,inv,033,cut imgs/Invoice_marked_invoice_mock_invoice_po_033_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_033_png_0_8.png,inv,033,cut imgs/Invoice_marked_invoice_mock_invoice_po_033_png_0_8.png,0
Invoice_marked_invoice_mock_invoice_po_034_png_0_5.png,inv,034,cut imgs/Invoice_marked_invoice_mock_invoice_po_034_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_034_png_0_6.png,inv,034,cut imgs/Invoice_marked_invoice_mock_invoice_po_034_png_0_6.png,4
Invoice_marked_invoice_mock_invoice_po_037_png_1_3.png,inv,037,cut imgs/Invoice_marked_invoice_mock_invoice_po_037_png_1_3.png,0
Invoice_marked_invoice_mock_invoice_po_037_png_1_4.png,inv,037,cut imgs/Invoice_marked_invoice_mock_invoice_po_037_png_1_4.png,0
Invoice_marked_invoice_mock_invoice_po_037_png_1_5.png,inv,037,cut imgs/Invoice_marked_invoice_mock_invoice_po_037_png_1_5.png,0
Invoice_marked_invoice_mock_invoice_po_037_png_1_6.png,inv,037,cut imgs/Invoice_marked_invoice_mock_invoice_po_037_png_1_6.png,0
Invoice_marked_invoice_mock_invoice_po_041_png_0_3.png,inv,041,cut imgs/Invoice_marked_invoice_mock_invoice_po_041_png_0_3.png,2
Invoice_marked_invoice_mock_invoice_po_041_png_0_4.png,inv,041,cut imgs/Invoice_marked_invoice_mock_invoice_po_041_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_041_png_0_5.png,inv,041,cut imgs/Invoice_marked_invoice_mock_invoice_po_041_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_041_png_0_6.png,inv,041,cut imgs/Invoice_marked_invoice_mock_invoice_po_041_png_0_6.png,2
Invoice_marked_invoice_mock_invoice_po_041_png_0_7.png,inv,041,cut imgs/Invoice_marked_invoice_mock_invoice_po_041_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_042_png_0_3.png,inv,042,cut imgs/Invoice_marked_invoice_mock_invoice_po_042_png_0_3.png,2
Invoice_marked_invoice_mock_invoice_po_042_png_0_4.png,inv,042,cut imgs/Invoice_marked_invoice_mock_invoice_po_042_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_042_png_0_5.png,inv,042,cut imgs/Invoice_marked_invoice_mock_invoice_po_042_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_042_png_0_6.png,inv,042,cut imgs/Invoice_marked_invoice_mock_invoice_po_042_png_0_6.png,2
Invoice_marked_invoice_mock_invoice_po_042_png_0_7.png,inv,042,cut imgs/Invoice_marked_invoice_mock_invoice_po_042_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_043_png_2_3.png,inv,043,cut imgs/Invoice_marked_invoice_mock_invoice_po_043_png_2_3.png,0
Invoice_marked_invoice_mock_invoice_po_044_png_3_6.png,inv,044,cut imgs/Invoice_marked_invoice_mock_invoice_po_044_png_3_6.png,4
Invoice_marked_invoice_mock_invoice_po_044_png_3_7.png,inv,044,cut imgs/Invoice_marked_invoice_mock_invoice_po_044_png_3_7.png,0
Invoice_marked_invoice_mock_invoice_po_044_png_3_8.png,inv,044,cut imgs/Invoice_marked_invoice_mock_invoice_po_044_png_3_8.png,4
Invoice_marked_invoice_mock_invoice_po_045_png_4_3.png,inv,045,cut imgs/Invoice_marked_invoice_mock_invoice_po_045_png_4_3.png,7
Invoice_marked_invoice_mock_invoice_po_045_png_4_6.png,inv,045,cut imgs/Invoice_marked_invoice_mock_invoice_po_045_png_4_6.png,7
Invoice_marked_invoice_mock_invoice_po_046_png_0_3.png,inv,046,cut imgs/Invoice_marked_invoice_mock_invoice_po_046_png_0_3.png,6
Invoice_marked_invoice_mock_invoice_po_046_png_0_4.png,inv,046,cut imgs/Invoice_marked_invoice_mock_invoice_po_046_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_046_png_0_5.png,inv,046,cut imgs/Invoice_marked_invoice_mock_invoice_po_046_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_046_png_0_6.png,inv,046,cut imgs/Invoice_marked_invoice_mock_invoice_po_046_png_0_6.png,6
Invoice_marked_invoice_mock_invoice_po_046_png_0_7.png,inv,046,cut imgs/Invoice_marked_invoice_mock_invoice_po_046_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_046_png_0_8.png,inv,046,cut imgs/Invoice_marked_invoice_mock_invoice_po_046_png_0_8.png,6
Invoice_marked_invoice_mock_invoice_po_047_png_0_3.png,inv,047,cut imgs/Invoice_marked_invoice_mock_invoice_po_047_png_0_3.png,5
Invoice_marked_invoice_mock_invoice_po_047_png_0_6.png,inv,047,cut imgs/Invoice_marked_invoice_mock_invoice_po_047_png_0_6.png,5
Invoice_marked_invoice_mock_invoice_po_047_png_0_8.png,inv,047,cut imgs/Invoice_marked_invoice_mock_invoice_po_047_png_0_8.png,5
Invoice_marked_invoice_mock_invoice_po_048_png_4_3.png,inv,048,cut imgs/Invoice_marked_invoice_mock_invoice_po_048_png_4_3.png,8
Invoice_marked_invoice_mock_invoice_po_049_png_0_3.png,inv,049,cut imgs/Invoice_marked_invoice_mock_invoice_po_049_png_0_3.png,9
Invoice_marked_invoice_mock_invoice_po_049_png_0_6.png,inv,049,cut imgs/Invoice_marked_invoice_mock_invoice_po_049_png_0_6.png,9
Invoice_marked_invoice_mock_invoice_po_049_png_0_8.png,inv,049,cut imgs/Invoice_marked_invoice_mock_invoice_po_049_png_0_8.png,9
Invoice_marked_invoice_mock_invoice_po_050_png_1_3.png,inv,050,cut imgs/Invoice_marked_invoice_mock_invoice_po_050_png_1_3.png,0
Invoice_marked_invoice_mock_invoice_po_052_png_2_3.png,inv,052,cut imgs/Invoice_marked_invoice_mock_invoice_po_052_png_2_3.png,3
Invoice_marked_invoice_mock_invoice_po_052_png_2_4.png,inv,052,cut imgs/Invoice_marked_invoice_mock_invoice_po_052_png_2_4.png,0
Invoice_marked_invoice_mock_invoice_po_052_png_2_5.png,inv,052,cut imgs/Invoice_marked_invoice_mock_invoice_po_052_png_2_5.png,0
Invoice_marked_invoice_mock_invoice_po_053_png_3_3.png,inv,053,cut imgs/Invoice_marked_invoice_mock_invoice_po_053_png_3_3.png,0
Invoice_marked_invoice_mock_invoice_po_053_png_3_4.png,inv,053,cut imgs/Invoice_marked_invoice_mock_invoice_po_053_png_3_4.png,7
Invoice_marked_invoice_mock_invoice_po_053_png_3_5.png,inv,053,cut imgs/Invoice_marked_invoice_mock_invoice_po_053_png_3_5.png,0
Invoice_marked_invoice_mock_invoice_po_054_png_1_3.png,inv,054,cut imgs/Invoice_marked_invoice_mock_invoice_po_054_png_1_3.png,0
Invoice_marked_invoice_mock_invoice_po_054_png_1_4.png,inv,054,cut imgs/Invoice_marked_invoice_mock_invoice_po_054_png_1_4.png,11
Invoice_marked_invoice_mock_invoice_po_055_png_3_4.png,inv,055,cut imgs/Invoice_marked_invoice_mock_invoice_po_055_png_3_4.png,0
Invoice_marked_invoice_mock_invoice_po_055_png_3_5.png,inv,055,cut imgs/Invoice_marked_invoice_mock_invoice_po_055_png_3_5.png,0
Invoice_marked_invoice_mock_invoice_po_055_png_3_6.png,inv,055,cut imgs/Invoice_marked_invoice_mock_invoice_po_055_png_3_6.png,6
Invoice_marked_invoice_mock_invoice_po_056_png_3_6.png,inv,056,cut imgs/Invoice_marked_invoice_mock_invoice_po_056_png_3_6.png,1
Invoice_marked_invoice_mock_invoice_po_057_png_0_4.png,inv,057,cut imgs/Invoice_marked_invoice_mock_invoice_po_057_png_0_4.png,8
Invoice_marked_invoice_mock_invoice_po_057_png_0_5.png,inv,057,cut imgs/Invoice_marked_invoice_mock_invoice_po_057_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_057_png_0_6.png,inv,057,cut imgs/Invoice_marked_invoice_mock_invoice_po_057_png_0_6.png,8
Invoice_marked_invoice_mock_invoice_po_057_png_0_7.png,inv,057,cut imgs/Invoice_marked_invoice_mock_invoice_po_057_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_058_png_0_3.png,inv,058,cut imgs/Invoice_marked_invoice_mock_invoice_po_058_png_0_3.png,6
Invoice_marked_invoice_mock_invoice_po_058_png_0_4.png,inv,058,cut imgs/Invoice_marked_invoice_mock_invoice_po_058_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_058_png_0_5.png,inv,058,cut imgs/Invoice_marked_invoice_mock_invoice_po_058_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_062_png_0_3.png,inv,062,cut imgs/Invoice_marked_invoice_mock_invoice_po_062_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_062_png_0_6.png,inv,062,cut imgs/Invoice_marked_invoice_mock_invoice_po_062_png_0_6.png,1
Invoice_marked_invoice_mock_invoice_po_062_png_0_8.png,inv,062,cut imgs/Invoice_marked_invoice_mock_invoice_po_062_png_0_8.png,1
Invoice_marked_invoice_mock_invoice_po_063_png_3_6.png,inv,063,cut imgs/Invoice_marked_invoice_mock_invoice_po_063_png_3_6.png,9
Invoice_marked_invoice_mock_invoice_po_063_png_4_6.png,inv,063,cut imgs/Invoice_marked_invoice_mock_invoice_po_063_png_4_6.png,9
Invoice_marked_invoice_mock_invoice_po_064_png_4_3.png,inv,064,cut imgs/Invoice_marked_invoice_mock_invoice_po_064_png_4_3.png,0
Invoice_marked_invoice_mock_invoice_po_064_png_4_5.png,inv,064,cut imgs/Invoice_marked_invoice_mock_invoice_po_064_png_4_5.png,0
Invoice_marked_invoice_mock_invoice_po_064_png_4_6.png,inv,064,cut imgs/Invoice_marked_invoice_mock_invoice_po_064_png_4_6.png,2
Invoice_marked_invoice_mock_invoice_po_065_png_0_3.png,inv,065,cut imgs/Invoice_marked_invoice_mock_invoice_po_065_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_065_png_0_4.png,inv,065,cut imgs/Invoice_marked_invoice_mock_invoice_po_065_png_0_4.png,6
Invoice_marked_invoice_mock_invoice_po_065_png_0_5.png,inv,065,cut imgs/Invoice_marked_invoice_mock_invoice_po_065_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_066_png_0_3.png,inv,066,cut imgs/Invoice_marked_invoice_mock_invoice_po_066_png_0_3.png,6
Invoice_marked_invoice_mock_invoice_po_066_png_0_4.png,inv,066,cut imgs/Invoice_marked_invoice_mock_invoice_po_066_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_066_png_0_5.png,inv,066,cut imgs/Invoice_marked_invoice_mock_invoice_po_066_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_066_png_0_6.png,inv,066,cut imgs/Invoice_marked_invoice_mock_invoice_po_066_png_0_6.png,6
Invoice_marked_invoice_mock_invoice_po_067_png_0_3.png,inv,067,cut imgs/Invoice_marked_invoice_mock_invoice_po_067_png_0_3.png,9
Invoice_marked_invoice_mock_invoice_po_067_png_0_5.png,inv,067,cut imgs/Invoice_marked_invoice_mock_invoice_po_067_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_067_png_0_6.png,inv,067,cut imgs/Invoice_marked_invoice_mock_invoice_po_067_png_0_6.png,9
Invoice_marked_invoice_mock_invoice_po_069_png_4_3.png,inv,069,cut imgs/Invoice_marked_invoice_mock_invoice_po_069_png_4_3.png,1
Invoice_marked_invoice_mock_invoice_po_070_png_0_3.png,inv,070,cut imgs/Invoice_marked_invoice_mock_invoice_po_070_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_070_png_0_5.png,inv,070,cut imgs/Invoice_marked_invoice_mock_invoice_po_070_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_070_png_0_6.png,inv,070,cut imgs/Invoice_marked_invoice_mock_invoice_po_070_png_0_6.png,3
Invoice_marked_invoice_mock_invoice_po_070_png_0_7.png,inv,070,cut imgs/Invoice_marked_invoice_mock_invoice_po_070_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_071_png_1_4.png,inv,071,cut imgs/Invoice_marked_invoice_mock_invoice_po_071_png_1_4.png,9
Invoice_marked_invoice_mock_invoice_po_071_png_1_5.png,inv,071,cut imgs/Invoice_marked_invoice_mock_invoice_po_071_png_1_5.png,0
Invoice_marked_invoice_mock_invoice_po_071_png_1_6.png,inv,071,cut imgs/Invoice_marked_invoice_mock_invoice_po_071_png_1_6.png,9
Invoice_marked_invoice_mock_invoice_po_071_png_1_7.png,inv,071,cut imgs/Invoice_marked_invoice_mock_invoice_po_071_png_1_7.png,0
Invoice_marked_invoice_mock_invoice_po_072_png_2_6.png,inv,072,cut imgs/Invoice_marked_invoice_mock_invoice_po_072_png_2_6.png,0
Invoice_marked_invoice_mock_invoice_po_072_png_3_6.png,inv,072,cut imgs/Invoice_marked_invoice_mock_invoice_po_072_png_3_6.png,0
Invoice_marked_invoice_mock_invoice_po_073_png_0_3.png,inv,073,cut imgs/Invoice_marked_invoice_mock_invoice_po_073_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_073_png_0_4.png,inv,073,cut imgs/Invoice_marked_invoice_mock_invoice_po_073_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_073_png_0_5.png,inv,073,cut imgs/Invoice_marked_invoice_mock_invoice_po_073_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_073_png_0_6.png,inv,073,cut imgs/Invoice_marked_invoice_mock_invoice_po_073_png_0_6.png,1
Invoice_marked_invoice_mock_invoice_po_074_png_0_3.png,inv,074,cut imgs/Invoice_marked_invoice_mock_invoice_po_074_png_0_3.png,5
Invoice_marked_invoice_mock_invoice_po_074_png_0_4.png,inv,074,cut imgs/Invoice_marked_invoice_mock_invoice_po_074_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_074_png_0_5.png,inv,074,cut imgs/Invoice_marked_invoice_mock_invoice_po_074_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_074_png_0_6.png,inv,074,cut imgs/Invoice_marked_invoice_mock_invoice_po_074_png_0_6.png,5
Invoice_marked_invoice_mock_invoice_po_074_png_0_7.png,inv,074,cut imgs/Invoice_marked_invoice_mock_invoice_po_074_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_074_png_0_8.png,inv,074,cut imgs/Invoice_marked_invoice_mock_invoice_po_074_png_0_8.png,5
Invoice_marked_invoice_mock_invoice_po_076_png_3_3.png,inv,076,cut imgs/Invoice_marked_invoice_mock_invoice_po_076_png_3_3.png,8
Invoice_marked_invoice_mock_invoice_po_076_png_3_6.png,inv,076,cut imgs/Invoice_marked_invoice_mock_invoice_po_076_png_3_6.png,5
Invoice_marked_invoice_mock_invoice_po_077_png_2_3.png,inv,077,cut imgs/Invoice_marked_invoice_mock_invoice_po_077_png_2_3.png,7
Invoice_marked_invoice_mock_invoice_po_077_png_2_4.png,inv,077,cut imgs/Invoice_marked_invoice_mock_invoice_po_077_png_2_4.png,7
Invoice_marked_invoice_mock_invoice_po_077_png_2_5.png,inv,077,cut imgs/Invoice_marked_invoice_mock_invoice_po_077_png_2_5.png,0
Invoice_marked_invoice_mock_invoice_po_078_png_0_3.png,inv,078,cut imgs/Invoice_marked_invoice_mock_invoice_po_078_png_0_3.png,2
Invoice_marked_invoice_mock_invoice_po_078_png_0_4.png,inv,078,cut imgs/Invoice_marked_invoice_mock_invoice_po_078_png_0_4.png,2
Invoice_marked_invoice_mock_invoice_po_078_png_0_5.png,inv,078,cut imgs/Invoice_marked_invoice_mock_invoice_po_078_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_078_png_0_6.png,inv,078,cut imgs/Invoice_marked_invoice_mock_invoice_po_078_png_0_6.png,2
Invoice_marked_invoice_mock_invoice_po_078_png_0_7.png,inv,078,cut imgs/Invoice_marked_invoice_mock_invoice_po_078_png_0_7.png,2
Invoice_marked_invoice_mock_invoice_po_079_png_3_6.png,inv,079,cut imgs/Invoice_marked_invoice_mock_invoice_po_079_png_3_6.png,0
Invoice_marked_invoice_mock_invoice_po_079_png_4_6.png,inv,079,cut imgs/Invoice_marked_invoice_mock_invoice_po_079_png_4_6.png,5
Invoice_marked_invoice_mock_invoice_po_079_png_5_6.png,inv,079,cut imgs/Invoice_marked_invoice_mock_invoice_po_079_png_5_6.png,16
Invoice_marked_invoice_mock_invoice_po_080_png_0_3.png,inv,080,cut imgs/Invoice_marked_invoice_mock_invoice_po_080_png_0_3.png,0
Invoice_marked_invoice_mock_invoice_po_080_png_0_4.png,inv,080,cut imgs/Invoice_marked_invoice_mock_invoice_po_080_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_080_png_0_5.png,inv,080,cut imgs/Invoice_marked_invoice_mock_invoice_po_080_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_080_png_0_6.png,inv,080,cut imgs/Invoice_marked_invoice_mock_invoice_po_080_png_0_6.png,1
Invoice_marked_invoice_mock_invoice_po_081_png_0_3.png,inv,081,cut imgs/Invoice_marked_invoice_mock_invoice_po_081_png_0_3.png,1
Invoice_marked_invoice_mock_invoice_po_081_png_0_4.png,inv,081,cut imgs/Invoice_marked_invoice_mock_invoice_po_081_png_0_4.png,0
Invoice_marked_invoice_mock_invoice_po_081_png_0_5.png,inv,081,cut imgs/Invoice_marked_invoice_mock_invoice_po_081_png_0_5.png,0
Invoice_marked_invoice_mock_invoice_po_081_png_0_6.png,inv,081,cut imgs/Invoice_marked_invoice_mock_invoice_po_081_png_0_6.png,1
Invoice_marked_invoice_mock_invoice_po_081_png_0_7.png,inv,081,cut imgs/Invoice_marked_invoice_mock_invoice_po_081_png_0_7.png,0
Invoice_marked_invoice_mock_invoice_po_082_png_1_3.png,inv,082,cut imgs/Invoice_marked_invoice_mock_invoice_po_082_png_1_3.png,0
Invoice_marked_invoice_mock_invoice_po_084_png_2_3.png,inv,084,cut imgs/Invoice_marked_invoice_mock_invoice_po_084_png_2_3.png,0
Invoice_marked_invoice_mock_invoice_po_084_png_2_6.png,inv,084,cut imgs/Invoice_marked_invoice_mock_invoice_po_084_png_2_6.png,0
Invoice_marked_invoice_mock_invoice_po_086_png_4_3.png,inv,086,cut imgs/Invoice_marked_invoice_mock_invoice_po_086_png_4_3.png,4
Invoice_marked_invoice_mock_invoice_po_086_png_4_5.png,inv,086,cut imgs/Invoice_marked_invoice_mock_invoice_po_086_png_4_5.png,0
Invoice_marked_invoice_mock_invoice_po_086_png_4_6.png,inv,086,cut imgs/Invoice_marked_invoice_mock_invoice_po_086_png_4_6.png,4
Invoice_marked_invoice_mock_invoice_po_087_png_5_3.png,inv,087,cut imgs/Invoice_marked_invoice_mock_invoice_po_087_png_5_3.png,9
